labelcode,cutword
17,二代 戒菸 試辦 計畫 原 門診 戒菸 治 服務 有何 民眾 好處
17,二代 戒菸 治療 試辦 計畫
17,民眾 晚上 假日 非 上班時間 陳 情 違規 吸菸 情形 時 建議 處理方式
17,哺 集 乳室 英文名稱 為何
17,中央 主管機關 訂定 公共場所 哺 集 乳室 設置 管理 標準 為何
17,哺 集 乳室 中文名稱 為何
17,當有民眾 檢舉 公共場所 母乳 哺育 受到 干擾 驅離 時 縣市 執法人員 處理
17,公共場所 須 設置 哺 集 乳室
17,檢舉 菸 害 獎金 比例
17,學齡前 兒童 口腔 篩檢 對象 洽詢 地點 為何
17,高爾夫球場 停車場 辦公大樓 內有 屋簷 之陽台 餐飲店 禁菸 場所 餐飲店 戶外 區域 用餐 時 吸菸 處罰
17,戒菸 服務 管道 幫助 家人 戒菸
17,菸 害防 制法 規定 場所 全面 禁菸 場所 相關 規定 罰則 為何
17,臺北市 戒菸 輔導 區 設置 地點 設置 目的
17,公司 是否 應該 設立 哺乳室 是否 一定 設立 公司 未 設立 哺乳室 有無 違法
17,請問 青少年 戒菸 教育 有線 學習 課程
17,想要 菸 害防 制法 新 規定 相關 內容 查詢 哪裡 下載 印製 禁菸 海報 貼紙
17,若想 參加 健康 減重 單位 報名 諮詢
17,想 幫助 家人 戒菸
17,疑似 偽造 使用 辨識 標記 菸 品
17,吸菸者 移動主體 時 邊走邊 抽菸 如無亂 丟 菸蒂 騎 樓底下 時 是否 違法 騎樓 可否 設置 菸灰缸
17,申請 健康 職場 認證 成為 本市 健康 職場
17,辦公大樓 每層 樓梯口 皆須 張貼 禁菸 標示 場所 負責人 未依 規定 吸菸區 設置 標示 罰 鍰
17,一些 場所 屬於 全面 禁菸 場所
17,檢舉 菸 害 管道 為何
17,自稱 健康 服務中心 訪員 家中 提供 服務 辨識 身分 疑問 時 單位 詢問 確認
17,請問 成為 衛生保健 志工
17,學齡前 兒童 健康檢查 應至 接受 發展 篩檢
17,禁止 吸菸 場所 遭受 二手菸 害時 處理
17,從事 特殊 作業 勞工 其健檢 是否 需 報備
17,請問 醫事 人員 申請 心血管 疾病防治 網 認證 程序
17,吸菸 不好
17,請問 兒童 健康 手冊 遺失 應 補發 看診 時 是否 需 攜帶 健康 手冊
18,路網 規劃 捷運 南環段 規劃 過程 是否 當地 居民 溝通
18,路網 規劃 何謂 型 路網 旅客 有何 好處
18,路網 規劃 小 碧潭 支線 可否 併入 綠線 營運
18,路網 規劃 捷運 規劃 中 路線 行經 路線 為何
18,路網 規劃 為何 捷運 路線 最小 曲率 半徑 要定 公尺
18,路網 規劃 捷運 路線 線形 佈設 原則 為何
18,路網 規劃 台北 都會區 大眾 捷運系統 已 營運 路網 規劃 構想 為何
18,路網 規劃 台北 捷運 車站 規劃 原則
18,路網 規劃 捷運系統 型式
18,路網 規劃 台北 捷運系統 帶來 好處
18,路網 規劃 台北 捷運系統 便利性
18,路網 規劃 台北 捷運 路線 規劃 原則
18,機電 設計 台北 捷運系統 車廂 尺寸 為何
18,拆遷 補償 徵收 安置費 請領 標準 為何 發放
18,拆遷 補償 營業 損失 補助 請領 標準 為何 計算
18,拆遷 補償 臺北市 轄 違章建築 拆遷 處理費 認定 計算 方式 為何
18,拆遷 補償 拆遷 獎勵金 請領 依據 標準 為何
18,拆遷 補償 徵收 土地 所有權 人 土地 補償費 外 還可 請領 何種 補償費 獎勵金 請領 標準 依據 為何
18,拆遷 補償 臺北市 合法 建物 拆遷 補償費 計算 標準 為何
18,拆遷 補償 人口 搬遷 補助費 請領 依據 標準 有否 人口數 限制 代表 領取
18,拆遷 補償 徵收 參與 開發 協議 優惠價 購者 地上 物 各項 補償費 發給 時機 二者 有何
18,拆遷 補償 徵收 協議價 購 私有土地 補償費 可否 享 免徵 土地 增值稅 優惠
18,拆遷 補償 捷運系統 工程 穿越 私有土地 穿越 補償費 外 是否 減免 稅賦
18,拆遷 補償 捷運系統 工程 穿越 私有土地 致 相當 使用 時 申請 徵收 土地 所有權 條件 為何 申請 申請
18,拆遷 補償 捷運系統 工程 穿越 私有土地 上空 地下 土地 登記簿 標示 部 註明 捷運系統 工程 穿越 適用 條件 為何 補償費 計算 發放 補償費
18,拆遷 補償 捷運系統 工程 穿越 私有土地 設定 地上權 方式 辦理 時 是否 需 土地 所有人 協議 協議 時 處理
18,拆遷 補償 捷運系統 工程 穿越 私有土地 辦理 補償 程序 為何
18,拆遷 補償 供 捷運 工程 穿越 使用 設定 徵收 地上權 註 記 私有 公共設施 保留地 得否 都市計畫 容積 移轉 實施辦法 規定 辦理 容積 移轉
18,拆遷 補償 捷運系統 工程 穿越 私有土地 上空 地下 設定 地上權 適用 條件 為何 補償費 計算
18,拆遷 補償 捷運 沿線 商家 住家 有無 減稅 補償 措施
18,拆遷 補償 捷運 徵收 私有土地 補償 標準 依據 為何
18,拆遷 補償 捷運 工程 穿越 私有土地 註 記 土地 登記簿 補償 標準 為何 建物 補償 計算 基準 為何
18,拆遷 補償 徵收 土地 殘餘 部分 面積 過小 形勢 不整 致 相當 使用 時 處理
18,拆遷 補償 捷運系統 工程 穿越 公私 土地 上空 地下 法令 依據 使用 空間 範圍 為何 是否 公告 周知 穿越 補償 範圍 土地 面積 計算
18,機電 設計 台北 捷運 高 運量 號誌 系統 之行控 中心 是否 監控 文湖線 中 運量 捷運 號誌 系統
18,工程 管理 捷運 在建 工程 施工 中 各線 預定 完工 年期
18,禁限建 新建 建物 捷運 隧道 結構 之禁建 範圍 需 退縮 公尺 時 新建 建物 容積率 是否 對應 補償 機制
18,禁限建 依限建 規定 建物 新建 改建 須經 建管 單位 捷運局 共同 審查 是否 增加 取得 建照 時程 無法 取得 建照 情形
18,工程 管理 捷運 為何 允許 半夜 施工
18,禁限建 大眾 捷運系統 兩側 禁建限建 辦法 法源 依據 為何
18,禁限建 捷運系統 結構 保障 已有 劃設 禁建 範圍 為何 需劃 設限 建 範圍 反易 造成 民怨
18,禁限建 座 落於 捷運 限建區 建物 是否 會因 限建 名稱 造成 地價 下滑 影響 住戶 權益
18,禁限建 捷運 文湖線 高架路 段 高度 幾層樓 高
18,禁限建 查詢 所屬 房屋 土地 是否 捷運 限建禁建 範圍
18,聯合開發 土地 開發 興建 時程
18,聯合開發 土地 開發 投資人 義務 為何
18,聯合開發 土地 開發 權利 關係人 權益 分配 依據 標準 計算 土地 開發 建物 區位 及坪數 分配
18,聯合開發 擁有 店面 地主 參加 土地 開發 是不是 優先 分配 店面
18,聯合開發 簽訂 協議價 購 協議書 取得 相關 獎勵 規定
18,聯合開發 土地 開發 大樓 動工 完工 是否 臺北 都會區 大眾 捷運系統 土地 開發 投資 契約書 中 訂定
18,聯合開發 土地 開發 捷運 設施 結合 方式
18,聯合開發 辦理 土地 開發
18,聯合開發 叫做 土地 開發
18,聯合開發 土地 開發 用地 地主 願意 參加 土地 開發 時 處理
18,聯合開發 進行 協議 土地 開發 簽約 協議 購買 徵收
18,聯合開發 土地 開發 用地 幾種 取得 方式
18,聯合開發 參加 土地 開發 土地 有無 減免 地價稅 規定
18,機電 設計 文湖線 行車 監控 系統 CBTC 更新 之前 木柵 線有何 具體 改進
18,機電 設計 請 說明 新一代 捷運 收費 閘門 何種 型式
18,機電 設計 內湖 線 松山機場 車站 收費 閘門 有無 針對 航空 旅客 大件 行李 通行 特別 考量
18,機電 設計 請 說明 目前 捷運 票證 何種 方式
18,機電 設計 請 說明 台北 捷運 路網 採用 何種 無線電 系統
18,機電 設計 捷運 閉路電視 CCTV 系統 數位化 發展
18,機電 設計 整體 路網 月台 門 政策 變遷
18,機電 設計 請 說明 台北 捷運 路網 採用 何種 通訊 傳輸 系統
18,機電 設計 請問 捷運 自動 收費 系統 何要 設置 無障礙 閘門
18,機電 設計 捷運 車站 發生 火災 緊急 事 故時 旅客 透過 何種 途 獲得 通報
18,機電 設計 捷運 號誌 系統 主要 組成 為何
18,機電 設計 捷運 單程 車票 哪種 設備 購得 單程票 悠遊 卡有 處
18,機電 設計 捷運 通訊 傳輸 系統 為何 使用 光纖
18,機電 設計 捷運 車站 旅客 資訊 顯示器 有何 功能
18,機電 設計 自動 收費 閘門 同一 車票 進出 同一 車站 全線 完成 旅程 限制 為何
18,機電 設計 列車 旅客 遇 緊急事件 時 反映 通知 捷運 服務 人員
18,機電 設計 台北 捷運 高 運量 電聯車 是否 允許 乘客 攜帶 腳踏車 進入 車廂
18,機電 設計 台北 捷運 新莊 線 蘆洲 線 機廠 維修 規模 等級 為何
18,機電 設計 台北 捷運 環狀 線 第一階段 南機廠 維修 規模 等級 為何
18,機電 設計 請 說明 捷運 文湖線 列車 舊有 木柵 線 列車 差異性
18,機電 設計 捷運 機廠 運轉 是否 產生 噪音 影響 附近 居民 安寧
18,機電 設計 捷運 機廠 存在 是否 降低 環境 品質 影響 生活品質
18,機電 設計 建議 捷運 車輛 仿效 國外 日本 車身 顏色 區分 列車 行駛路線 如板 南線 列車 塗 藍色 線條 淡水 線 列車 塗 紅色 線條 方便 旅客 搭車 時分 辨 列車 行駛路線
18,機電 設計 台北 捷運 新購 之高 運量 列車 設計 特色
18,機電 設計 台北 捷運 路網 路線 是否 專屬 維修 機廠 是否 共用 既有 之機廠
18,機電 設計 請問 捷運 第三 軌 電力 使用 直流電 供應 電聯車 電聯車 車上 設備 係 採用 直流電源 交流電源
18,機電 設計 捷運 電力系統 之主 變電站 是否 電磁場 干擾 問題
18,機電 設計 捷運系統 電力供應 方式 供應 電聯車 使用
18,機電 設計 捷運 主 變電站 安全性
18,機電 設計 捷運 之主 變電站 附近 地區 電磁波 影響 人體 健康 請 說明
18,機電 設計 台北 都會區 大眾 捷運系統 路網 中 路線 採購 列車 數為何
19,補助 家境 困難 身體 障礙 學生 是否 團保 保費 減免
19,學生 團體 保險 家長 自付 部份 保費 外 是否 市府 補助 相關 規定 應 查詢
19,家境 困難 身體 障礙 學生 學生 團體 保險 方面 是否 優待
19,學校 午餐 廚房 管理 監督機制
19,補助 本市 清寒 學生 弱勢 家庭 學生 無法 繳交 營養 午餐 費用 是否 提供 協助
19,第三胎 教育 補助金 領取 方式
19,第三胎 以上 子女 證明 卡 申請
19,請問 學校 游泳池 教練 資格 聘請 方式 是否 一定 程序
19,校園 開放 臺北市 公立 各級 學校 泳池 使用 時段
19,暑期 游泳 跨校 參加
19,游泳池 管轄權 劃分 何者 屬於 教育局 管轄 屬於 部門 請 提供 說明
19,校園 開放 臺北市 公立 各級 學校 泳池 借用
19,校園 開放 臺北市 學校 運動 設施 借用
19,校園 開放 臺北市 校園 開放 時間
19,校園 開放 臺北市 公立 各級 學校 泳池 使用費 計算
19,補助 經濟 因素 繳交 營養 午餐 學生 是否 提供 協助
19,補助 捐助 臺北市 學校 營養 午餐
20,臺北市 北極星 計畫
20,請問 毒品 危害 防制 中心 提供 服務
20,接到 毒防 中心 個案 管理 師的 關心 電話
20,緩 起訴 戒癮 治療
20,想 查詢 警察局 開立 之裁 罰金 辦理 罰金 分期 洽詢
20,補課 之後 收到 怠金 裁罰
20,原因 免除 講習
20,吸食 持有 他命 被查獲 收到 警察局 發 處 分書 接受 罰款 講習 請問 注意
20,身邊 有人 疑似 吸毒 過量 處理
20,藥癮 毒癮 發作 舒服 時 提供 幫助
20,排毒 針 毒品 排出 身體 警方 驗
20,家中 未滿 二十歲 涉毒 少年 身為 家屬 想要 釐清 家中 藥癮 藥物濫用 情況 是否 提供 尿液 篩檢 試劑 檢驗 服務 機構
20,想要 自行檢驗 是否 提供 檢驗 毒品 服務 機構
20,吸食 他命 需要 接受 勒戒
20,想 檢舉 吸毒者 賣 毒者 打給
20,施用 毒品 戒治 方法 藥癮 戒治 醫療機構 外 民間 戒毒 機構
20,孩子 家人 隔離 原先 用藥 環境
20,朋友 想要 戒掉 毒品 管道
20,家人 朋友 確實 使用 毒品
20,辨識 朋友 家人 是不是 藥物濫用
20,臺北市 美沙冬 替代療法 醫院 幾家
20,目前 台灣 常見 濫用 物質 毒品
20,有人 說 吸毒 上癮
20,毒癮 戒得 掉
20,新興 毒品
20,各級 毒品 戒癮 方式
20,美沙冬 替代療法 服用 美沙冬會 上癮 為何 還要 其來 替代 服用 美沙冬 好處
20,請問 臺北市 美沙冬 諮詢 專線
21,熊 讚 主題 館 續展 聯絡 窗口
21,未來 金牌 熊 讚 出現
21,金牌 熊 讚 已 註冊 為何 還要 改版
21,熊 讚 主題 館 續展 請問 未來 還會 周邊 商品
21,熊 讚 主題 館 續展 請問 申請 授權 熊 讚 商標 授權 文件 參考
21,熊 讚 主題 館 續展 XXX 請 熊 讚 下來 熊 讚 今日 會來 熊 讚 會來
21,熊 讚 主題 館 續展 請問 展場 拍照 攝影
21,熊 讚 主題 館 續展 請問 紀念品 中心 營業時間
21,熊 讚 主題 館 續展 請問 展覽 時間
21,熊 讚 主題 館 續展 請問 哪裡 買 商品
21,大陸 遊客 臺北市 區 商家 購物 發生 糾紛 有何 求助 管道
21,請問 台北市 雙層 觀光 巴士 營運 時間 路線 相關 票價
21,請問 臺北市 觀光 活動 補助 結合 旅館 補助 申請 規定 收件 時間
21,行政 執行 作業 流程 斷水 斷電
21,刊登 日租 套房 廣告 罰則
21,日租 套房 裁處 金額
21,日租 套房 需 取得 合格 執照 經營
21,出租 套房 檢舉
21,檢舉 日租 套房 是否 提供 網址
21,檢舉 日租 套房 是否 提供 地址
21,檢舉 日租 套房
21,確認 合法 旅館 日 租 套房
21,線上 瀏覽 臺北 觀光 資訊 包括 臺北 旅遊網 趣 台北 微博
21,大陸 遊客 臺北市 區如有 緊急事件 有何 求助 管道
21,臺北 旅遊網 網址 內容 為何
21,請問 國際 會議 展覽 獎勵 旅遊 MICE 贊助 受理 時間 申請 方式
21,日 租 套房
21,臺北市 哪些地方 經營 民宿 申請
21,年度 臺北市 有線電視 業者 收視費
21,臺北市 有線電視 業者 服務 範圍 服務 電話
21,有線電視 可否 暫停 終止 收視 辦理
21,同一 戶 接裝 有線電視 多台 電視機 費用 計算
21,臺北市 有線電視 實施 分組 付費
21,有線電視 收視費 幾種 繳費 方式 辦理 有線電視 變更 繳費 方式
21,平面媒體 刊載 性交易 廣告 處理
21,請問 得知 貴 單位 出版 訊息
21,請問 哪裡 索取 臺北 觀光 資訊
21,請問 觀光 傳播 局 目前 提供 旅客 索取 觀光 文宣品 種類 索取 地點
21,TaipeiFunPass 北北基 好玩 卡 聯絡 客服
21,TaipeiFunPass 北北基 好玩 卡 退卡 是否 限制 辦理
21,北北基 好玩 卡 無限 暢遊 版 北北基 好玩 卡 交通 暢遊 版 內容 差異 為何
21,TaipeiFunPass 北北基 好玩 卡 有官 網及 APP
21,TaipeiFunPass 北北基 好玩 卡 優惠 店家 資訊 為何
21,TaipeiFunPass 北北基 好玩 卡 附贈 使用 說明 外文版 獲得
21,TaipeiFunPass 北北基 好玩 卡 票卡 交通 使用 限制 為何
21,北北基 好玩 卡 無限 暢遊 版 特色
21,北北基 好玩 卡 無限 暢遊 版 內容
21,北北基 好玩 卡 交通 暢遊 版 內容
21,TaipeiFunPass 北北基 好玩 卡 由來
21,低收入 戶 有線電視 業者 申請 免費 收視
21,有線電視 插播 式 字幕 跑馬燈 規定
21,有線電視 可否 插播 廣告
21,有線電視 節目 一再 重播 應 機關 反映
21,申請 使用 有線電視 公用 頻道 播出 製 節目
21,有線電視 發生 斷訊 處理 有無 賠償 規定
21,有線電視 申裝 數位 機上 盒 需 繳交 身分證 影本
21,收看 有線電視 數位 頻道 節目 一定 加裝 數位 機上 盒
21,家中 有線電視 原本 業者 簽訂 一定 期間 優惠 專案 提前 解約 費用 計算
21,營業 店面 公開 播放 有線電視 節目
21,有線廣播 電視 法對 私接戶 有何 規定
21,有線電視 收費 標準 中 戶 定義
21,本市 有線電視 纜線 相關 問題 應向何 單位 反映
21,請問 臺北市 共有 幾座 旅遊 服務中心 分別 位於
21,臺北市 旅遊 服務中心 設置 哪裡 提供 服務
21,處 旅遊 服務中心 處 借問 站 資訊
21,台北 探索 館 地點 交通 開館 時間 洽詢 電話
21,申請 溫泉 標章須 繳納 費用
21,臺北市 溫泉 標章 核發 狀況
21,收看 無線電視
21,發行 出版 品 錄影 節目 帶及 經營 電影院 是否 須 辦理 相關 登記
21,酒類 廣告 有何 規定
21,申請 溫泉 標章 需 準備 書件
21,本市 禁止 水域 遊憩 活動 範圍 時間
21,如遇 旅遊 消費 爭議 申訴
21,本市 劃定 溫泉 區
21,溫泉 標章 有效 期間 多長
21,本市 從事 水域 遊憩 活動 種類 為何
21,泡溫泉 時應 注意 事項
21,旅館業 個別 旅客 直接 訂房 定型化 契約 範本 為何
21,請問 分辨 旅館 是否 合法
21,申請 臺北市 旅館業 設立登記 應備 文件
21,經營 旅館業 申請 流程 為何
21,府 紀念品 中心 營業時間 為何
21,台北 探索 館遇 颱風 來襲 是否 開放
21,北投 梅庭 展覽 內容 為何
21,北投 梅庭 開放 時間 為何
21,請問 臺北 畫刊 TAIPEI 英 日文 季刊 出刊
21,請問 索取 當期 臺北 畫刊 TAIPEI 過期 臺北 畫刊 TAIPEI
21,執行 出版 品與 錄影 節目 分級
21,請問 購買 觀光 傳播 局所 出版 臺北 觀光 行銷 叢書
21,加入 臺北市 政府 官方 帳號 成為 粉絲
21,請問 臺北市 觀光 活動 補助 申請 規定 收件 時間
21,外籍 大陸 旅客 臺北市 區 商家 購物 辦理 退稅
21,請問 市府 紀念品 中心 位
21,請問 參觀 臺北 探索 館 之後 反映 參觀 意見
21,請問 臺北 探索 館 開放 參觀 時間 申請 導覽 服務
21,請問 加入 臺北 探索 館志工 服務
22,駕駛 人 舉發 拒絕接受 酒精 濃度 測試 違規 警方 攔停 稽查 實施 酒測 過程 駕駛 人 連續 吹 氣 成功 是否 構成 拒絕接受 酒測
22,收到 逕行 舉發 闖紅燈 違規 通知單 採 證照 片 舉發 成立
22,民眾 如檢具 照片 影片 檢舉 交通 違規 拍攝 使用 儀器 未經檢驗 認證 具有 證據 力
22,收到 被民眾 檢舉 舉發 違規 通知單 開單 日期 檢舉 日期 超過 日 申訴 免罰
22,陳述 申訴 期間 罰 鍰 增加
22,法人 自然人 支票 存款 戶 存摺 無法 提供 存摺 封面 影本 申請 轉帳 退款
22,陳述 申訴 回函 答 復 需 繳款 結案 時 應 繳納
22,請問 陳述 申訴 多久
22,罰 鍰 重繳 溢繳 誤繳 時 辦理 退款 退款 需要 幾天 辦理
22,已 改名 退款 申請書 姓名 欄位 應 填寫
22,民眾 臺北市 撥打 市民 熱線 陳述 交通 違規 案件 罰單 申訴 需 提供 資訊
22,違規 通知單 紅單 舉發 內容 不服 陳述 申訴
22,繳款 證明 正本 遺失 時 辦理 退款
22,查詢 違規 陳述 申訴 案件 目前 辦理 情形
22,遭警 攔下 舉發 一時 害怕 簽名 是否 已 認定 罰單 是否 陳述 申訴 採取 保護措施
22,陳述 申訴 不服
22,未收 罰單 卻 多年 後 收到 裁決書 應 處理
22,欲 提起 訴訟 是否 救濟 期間 限制
22,地方法院 行政訴訟 庭 提起 行政訴訟 是否 需要 費用
22,法院 提起 行政訴訟 應 準備 資料
22,受 處分 人 交通 裁決 不服 應 救濟
23,撫育 雙 胞胎 受僱 配偶 縱未 就業 是否 申請 育嬰 留職停薪
23,育嬰 留職停薪 期間 獎金 年終獎金 發放 條件 為何
23,辦理 資遣 通報 方式 為何
23,書面 資遣 通報 名冊 哪裡 下載
23,已經 寄出 辦理 完成 資遣 通報 進行 更正 變更 撤銷 直接 重新 通報 當初 通報 採線 通報 直接 線上 辦理 更正 變更 撤銷
23,雇主 要求 員工 請 生理 假時 需 提出 證明 無法 提出 時 雇主 是否 要求 請 假別
23,遇到 颱風 風雨 來襲 停課 不停 班 家長 是否 家庭 因素 雇主 請 家庭 照顧 假
23,依性 平法 條規 定請 星期 五日 產假 不給 薪 函釋
23,條 要求 公司 作資遣 是否 需要 作資遣 通報
23,前 工作 幾年 後 離開 公司 一年 之後 復職 不到 一年 公司 表示 年資 合併 計算 上述情況 復職 後 是否 可請 育嬰 留停
23,請問 已經 申請 資遣 通報 當資遣 通報 內容 錯誤 異動 做 更正 提出 更正 電話 方式 告知
23,照護 補助 申請 資格 為何
23,職業 訓練 就業 服務 期間 照護 補助 中 職業 訓練 就業 服務 範圍 為何
23,照護 補助 所指 照護 人 資格 為何
23,照護 補助 申請人 應 檢附 文件
23,照護 補助 申請人 稅率 需未達 一年 稅捐稽徵 機關 核定 稅率
23,照護 補助 配偶 無 照顧 能力 證明 指 文件
23,照護 補助 照護 機構 人員 立案 證書 資格 證明文件 指 文件
23,照護 補助 案件 申請 流程 為何
23,照護 補助 案 審查 需要 實地 訪查
23,照護 補助 補助 標準 為何
23,申請 育嬰 留職停薪 復職 後 年休假 計算
23,大量 解僱 勞工 保護法 大量 解僱 計畫 書 參考 樣本 為何
23,幾人 以上 算 大量 資遣
23,老闆 要求 勞動 務 契約 中 簽立 保證 人 姓名 基本資料 並附 證件 可不可以 這是 合法
23,想 檢舉 實 招募 廣告 公司 辦理
23,補習班 說 介紹 工作 卻 繳交 學費 回來 應該 處理
23,家庭 代工 要求 先 購買 原料 合理 爭議 應該 處理
23,模特兒 經紀 公司 主動 找 說 潛力 新面孔 卻 我繳 試鏡 費用 訓練 費用 宣傳 費用 我該 處理
23,應徵 工作 老闆 繳交 身分證 影本 非法 用途
23,直銷 誤 參加 直銷 公司 想要 要求 公司 退還 會費 購買 產品 費用 處理
23,請問 公司 職員 公司 希望 擔任 公司 產品 經銷商 抽 佣金 合理
23,應徵 工作 老闆 繳交 身分證 正本
23,請問 判斷 是不是 合法經營 公司
23,領取 失業 給付 年資 限制 為何 就業 保險法 條第 項
23,取得 非 自願 離職 證明 就業 保險法 條 條 條 條第 項
23,事業單位 實施 縮減 工時 無薪 休假 應 注意事項
23,請問 應徵 工作 老闆 要收 保證金 給他 給了 回來
23,資方 事業單位 資遣 員工 除資遣 通報 外 應該 注意 法規
23,資遣 通報 通報 當地 主管機關 指 公司 登記
23,公司 資遣 人 通報
23,資遣 通報 時間 是否 包括 例假日
23,資遣 通報 未 依法辦理 處罰
23,勞動局 線 申辦 系統 問題 時 應該 辦理 通報
23,公司 辦理 資遣 通報 後 決定 留用 員工 應該
23,勞工 到職 未滿 三個 月 雇主 依據 勞動基準 法 條 各款 情形 資遣 時 是否 須 依法 天前 辦理 通報
23,逾期 未辦理 資遣 通報 依據 就業 服務 法 條規 處 新臺幣 萬元以上 萬元 以下 罰 鍰 標準 何在
23,失業 給付 初次 認定 申請 應 準備 文件 就業 保險法 條 施行細則 條
23,失業 給付 適用 條件 對象 應備 文件 就業 保險法 條 條 條
23,領取 失業 給付 若有 扶養 眷屬 給付 津貼 計算 就業 保險法 條
23,領取 失業 給付 限制 就業 保險法 條
23,公立 就業 服務 機構 辦理 求職 登記 後 應 注意事項 就業 保險法 條 條 條
23,未依 公立 就業 服務 機構 參加 職業 訓練 就業 促進 研習 活動 推介 就業 後續 辦理 就業 保險法 條
23,辦理 失業 給付 再認 定時 逾期 未 補正 求職 紀錄 未 檢附 次 以上 求職 證明 辦理 後續 請領 動作
23,次 求職 紀錄 內容 為何 應 注意事項 就業 保險法 條 施行細則 條
23,擔任 事業單位 負責人 董事 監事 是否 申請 失業 給付 勞動部 年 月 日 勞動 保 字 號函及 年 月 日 勞動 保 字 號函
23,辦理 失業 認定 檢附 求職 紀錄 需要 求職 單位 用印 當做 求職 紀錄 就業 保險法 條 施行細則 條
23,加保 職業工會 會員 可不可以 參加 就業 保險
23,提早 就業 獎助 津貼 申請 資格 就業 保險法 條 施行細則 條
23,提早 就業 獎助 津貼 給付 標準
23,提早 就業 獎助 津貼 申請 方式 就業 保險法 條 施行細則 條
23,失業 給付 請領 期間 金額 為何 就業 保險法 條
23,申請 失業 給付 是否 影響 勞保 年資 權益
23,就業 歧視
23,是非 自願性 失業者 想 申請 失業 給付 離職 證明書
23,就業 歧視 幾種
23,階級 歧視
23,種族歧視
23,語言 歧視
23,思想 歧視
23,宗教 歧視
23,籍貫 歧視
23,黨派 歧視
23,性別歧視
23,出生地 歧視
23,性 傾向 歧視
23,年齡 歧視
23,婚姻 歧視
23,容貌 歧視
23,五官 歧視
23,身心 障礙 歧視
23,以往 工會 會員 身分 歧視
23,事業單位 招募 員工 招募 公司 所在地 當地人 非 當地人 求職 人 主張 就業 歧視
23,雇主 求職 人 受僱 人有 差別待遇 時 是不是 一定 違法
23,就業 歧視 申訴 案件 中 負擔 舉證責任
23,雇主 應 建立 甄選 原則 避免 違反 禁止 就業 歧視 法律
23,雇主 應 避免 違反 禁止 就業 歧視 法律
23,事業 位於 徵才 招募 廣告 甄試 簡章 中 限制 求職者 役畢 是否 違反 就業 服務 法 就業 歧視 疑義
23,女性 受僱 分娩 流產 人工流產 時 請 幾天 產假 薪資 計算
23,受僱 配偶 流產 是否 可請 陪 產假 懷孕 期間 流產 另一半 是否 陪 產假
24,臺北市 勞工 權益 基金 補助 裁判 費 強制執行 費的 標準 為何
24,臺北市 勞工 權益 基金 裁決 補助 項目
24,時薪制 人員 春節 期間 出勤 工作 工資 應 發給
24,休息日 小時 加班費 計算 方式
24,年 國定假日 遇 假日 補休
24,例假日 一定 使 勞工 出勤 時 加班費 計算
24,例假 休息日 差別 為何
24,新 修正 勞工 特別 休假 方法 落實 勞工 得到 吃 得到
24,勞動基準 法 條新 規定 雇主 應 提供 工資 項目 計算 方式 明細 勞工 項目 應該 包含 哪些項目
24,勞動基準 法 條 輪班制 勞工 換班 休息時間 修正 內容
24,計酬 按日計酬 部分 工時 勞工 是否 休息日 規定 適用
24,計酬 按日計酬 部分 工時 勞工 例假 休息日 未 出勤 雇主 是否 應 加 休息日 工資
24,休息日 加班 工時 總量 控管 所指 為何 休息日 工作 時間 計入 每月 加班 上限
24,休息日 加班費 計算
24,年 月 日起 國定假日 遇 例假 休息日 是否 仍須 補假
24,新 修正 勞工 特別 休假 日數
24,勞工 特別 休假 年度 終結 契約 終止 未休 日數 雇主 應 發給 工資 工資 應該 計算
24,年 月 日 是否 勞工 國定假日 國定假日 全國 一致 規定 實施
24,休息日 出勤 是否 需 符合 勞動基準 法 條第 項所定 程序 工會 勞資 會議 同意
24,本次 修法 例假 休息日 約定
24,勞動基準 法 條所定 例假 休息日 正常 工時 彈性 工時 配套 執行
24,本次 罰 鍰 修正 作 變動
24,除原 條文 規定 雇主 勞工 申訴 予以 不利 處分 外 本次 修正 新 增加 吹哨 保護 規範
24,雇主 是否 要給 勞工 工資 明細 薪資
24,勞動基準 法 原有 二週 四週 八週 彈性 規定 是否 刪除 修正
24,休息日 當天 雇主 是否 應該 照給 薪水
24,年 月 日起 雇主 連續 天 以上 班
24,年 月 日起 基本工資 規定 最低 薪資 調漲
24,勞工 通訊 軟體 Line 公司 請假
24,選擇 民間團體 召開 調解 會議 時 得知 開會時間 地點
24,產假 工資 應 計算
24,公司 合併 轉讓 改組 時 勞工 如遭 資遣 相關 勞動 權益 協助 管道
24,請問 勞工 加班費 假日 工資 疑義 應 透過 何種 管道 諮詢 申訴
24,事業單位 勞工 朋友 加班費 假日 工資 計算 疑義 有無 相關 管道 協助 計算
24,請問 線上 試算 勞動 精算師 APP 計算 依據 為何
24,農民 團體 是否 適用 勞 基準 法 適用
24,未分類 社會 服務業 中 大廈 管理 委員會 是否 適用 勞動基準 法
24,私立 各級 學校 編制 外 工作者 包括 從事 教學 工作 教師
24,雇主 一定 設置 出勤 紀錄
24,勞工 感染 狂犬病 應 申請 勞工保險 相關 給付
24,勞工 若因 工作 關係 感染 狂犬病 是否 職業 災害
24,勞工 若於 上下班 必經 途中 出差 時為 動物 咬傷 感染 狂犬病 是否 屬 職業 災害
24,勞工 感染 狂犬病 職業 災害 醫療 期間 勞動 權益 保障 為何
